name;nationality;position;overall;age;real_team;device
Germán Lanaro;Argentina;CB;72;34;Universidad Católica;2
Moussa Doumbia;Mali;LM|CAM;73;25;Stade de Reims;2
Jarrod Bowen;England;RM;76;23;West Ham United;2
Maicol Medina;Colombia;CDM|CM;64;23;Patriotas Boyacá FC;2
Philipe Sampaio;Brazil;CB;69;25;CD Tondela;2
Mattia Bani;Italy;CB;73;26;Bologna;2
Hiroki Yamada;Japan;CM|CAM|CF;68;31;Júbilo Iwata;2
Jefferson Gómez;Colombia;CB;67;24;Junior FC;2
Jordan Larsson;Sweden;ST|CF;72;23;Spartak Moscow;2
Christophe Psyché;France;CB;67;32;Kristiansund BK;2
Fábio Martins;Portugal;CF|LW;77;27;Futebol Clube de Famalicão;2
Bentley Baxter Bahn;Germany;CM|CAM;68;27;Hallescher FC;2
Yeimar Gómez Andrade;Colombia;CB;77;28;Seattle Sounders FC;2
Kamil Miazek;Poland;GK;61;23;Leeds United;2
Gabriel Alanís;Argentina;LM|CM;64;26;Godoy Cruz;2
Gonçalo Guedes;Portugal;ST|LM;82;23;Valencia CF;2
Nicolás Giraldo;Colombia;RB|LB;61;27;América de Cali;2
Luis Rioja;Spain;LM;73;26;D. Alavés;2
Samúel Kári Fri?jónsson;Iceland;CDM|CM|CAM;63;24;SC Paderborn 07;2
Stefan Aškovski;North Macedonia;RM|LM;68;28;Fotbal Club Boto?ani;2
Max Reinthaler;Italy;CB|CDM;63;25;FC Hansa Rostock;2
Jérémie Boga;Ivory Coast;ST|LM|LW;75;23;Sassuolo;2
Maximilian Wittek;Germany;LB|CB|LWB|LW;70;24;SpVgg Greuther Fürth;2
Richard Neudecker;Germany;LM|CM|CAM;67;23;VVV-Venlo;2
Marius Wolf;Germany;RB|RM;76;25;Hertha BSC;2
Nicolas Bürgy;Switzerland;CB;63;24;BSC Young Boys;2
Juan Ferney Otero;Colombia;ST|RM|RW;72;25;Amiens SC;2
Korbinian Burger;Germany;LB|CB;63;25;SG Sonnenhof Großaspach;2
Sauli Väisänen;Finland;CB;68;26;Chievo Verona;2
Adam Buksa;Poland;ST;69;24;New England Revolution;2
Julian Pollersbeck;Germany;GK;71;25;Hamburger SV;2
Bingourou Kamara;France;GK;73;23;RC Strasbourg Alsace;2
Haris Belkebla;Algeria;CDM|CM;73;26;Stade Brestois 29;2
Marco;Portugal;GK;65;25;FC Paços de Ferreira;2
Gethin Jones;Wales;RWB|RB|LB|RW;63;24;Carlisle United;2
Diogo Jota;Portugal;CF|LW;80;23;Wolverhampton Wanderers;2
Víctor Salazar;Argentina;RWB|RB|RW;72;27;San Lorenzo de Almagro;2
Nilson Castrillón;Colombia;RB;65;24;Deportes Tolima;2
Walter Montoya;Argentina;RB|RM|CM;73;27;Racing Club;2
Ba Dun;China PR;CF|RW;60;24;Beijing Sinobo Guoan FC;2
He Chao;China PR;CDM|CM;63;25;Guangzhou Evergrande Taobao FC;2
Dong Chunyu;China PR;GK;64;29;Wuhan Zall Professional FC;2
Jeppe Brinch;Denmark;RB|CB;63;25;Esbjerg fB;2
Mathias Greve;Denmark;RM|CM;63;25;Randers FC;2
Eamonn Brophy;Scotland;ST;69;24;Kilmarnock;2
Furkan Soyalp;Turkey;CDM|CM|CAM;66;25;Gazisehir Gaziantep Futbol Kulübü;2
Ertugrul Ersoy;Turkey;CB;70;23;Havre Athletic Club;2
Mehmet Zeki Çelik;Turkey;RB;76;23;LOSC Lille;2
Rico Henry;England;LB|LWB|LW;72;23;Brentford;2
Germán Gutiérrez;Colombia;LB;66;30;Atlético Bucaramanga;2
Alex Purver;England;CDM|CM;58;24;Östersunds FK;2
Israel Poblete;Chile;CAM;67;25;Huachipato FC;2
Mario Šitum;Croatia;RB|RM|LM;66;28;Kayserispor;2
Andrea Schenetti;Italy;CM|CAM;72;29;Chiavari;2
Leonardo Mancuso;Italy;ST|RW|LW;71;28;Empoli;2
Ulises Rivas;Mexico;CDM|CM;71;24;Santos Laguna;2
Walter Bou;Argentina;ST;74;26;Unión de Santa Fe;2
Ezequiel Bonifacio;Argentina;RB|RM;72;26;Unión de Santa Fe;2
Jeppe Simonsen;Denmark;RB|LB;62;24;SønderjyskE;2
Ryan Kent;England;CF|RW|LW;73;23;Rangers FC;2
Esteban Burgos;Argentina;CB;71;28;SD Eibar;2
Jerell Sellars;England;RM|LM|CM;62;24;Östersunds FK;2
Jordan Lyden;Australia;CDM|CM;63;24;Swindon Town;2
Fernando Lazcano;Chile;LB;65;31;Curicó Unido;2
Iago;Brazil;CB;72;28;Moreirense FC;2
Pedro Nuno;Portugal;CM|CAM|LW;75;25;Moreirense FC;2
Emmanuel Boateng;Ghana;ST;77;24;Dalian YiFang FC;2
Nery Leyes;Argentina;CDM;71;30;Club Atlético Banfield;2
Zhao Honglue;China PR;RB|LB|RM;66;30;Tianjin TEDA FC;2
Wang Jinxian;China PR;RM|RW;61;24;Dalian YiFang FC;2
Wang Yaopeng;China PR;CB;57;25;Dalian YiFang FC;2
Gao Jiarun;China PR;CB|CDM|CM;58;25;Tianjin TEDA FC;2
Carlos Blanco;Spain;CB;65;24;Villarreal CF;2
Anthony Jackson-Hamel;Canada;ST;65;26;Impact Montréal;2
Orbelín Pineda;Mexico;CDM|LM|CM;74;24;Cruz Azul;2
Jairo;Spain;RM|LM|CAM;68;26;Girona FC;2
Luis Lozoya;Mexico;LB;61;27;Tiburones Rojos de Veracruz;2
Jessy Benet;France;CM|CAM;69;25;Grenoble Foot 38;2
Yann Bodiger;France;CDM|CM;70;25;Cádiz CF;2
Filippo Perucchini;Italy;GK;65;28;Empoli;2
Michael Eberwein;Germany;LM|CAM|CF;61;24;Holstein Kiel;2
Yan Junling;China PR;GK;73;29;Shanghai SIPG FC;2
Zhang Wei;China PR;LB|LWB|LW;61;27;Shanghai SIPG FC;2
Wang Shenchao;China PR;RWB|RB|CB|RW;69;31;Shanghai SIPG FC;2
Cai Huikang;China PR;CDM|CM;67;30;Shanghai SIPG FC;2
Lü Wenjun;China PR;ST|RW|LW;66;31;Shanghai SIPG FC;2
Li Haowen;China PR;ST|RW;57;26;Shanghai SIPG FC;2
Li Shenglong;China PR;ST|RW;63;27;Shanghai SIPG FC;2
Lin Chuangyi;China PR;CDM|CM;60;27;Shanghai SIPG FC;2
Ji Xiaoxuan;China PR;CAM;57;27;AJ Auxerre;2
Zhang Yi;China PR;CM;57;26;Shanghai SIPG FC;2
Sun Le;China PR;GK;57;30;Shanghai SIPG FC;2
Fu Huan;China PR;RWB|RB|RW;64;27;Shanghai SIPG FC;2
Wang Dalong;China PR;CB;57;31;Shenzen FC;2
Yang Shiyuan;China PR;CDM|CM;57;26;Shanghai SIPG FC;2
He Guan;China PR;CB;66;27;Shanghai SIPG FC;2
Li Lei;China PR;LB;67;28;Beijing Sinobo Guoan FC;2
Tang Jiashu;China PR;RB|CB|CDM;60;29;Chongqing Dangdai Lifan FC SWM Team;2
Rafael Defendi;Brazil;GK;71;36;Futebol Clube de Famalicão;2
Ola Aina;Nigeria;RB|RM|LM;74;23;Torino;2
Maurice Multhaup;Germany;RM|LM;67;23;1. FC Heidenheim 1846;2
Kamil Wojtkowski;Poland;CAM;66;22;Wisla Kraków;2
Xu Yang;China PR;LM;61;33;Shenzen FC;2
Qiao Wei;China PR;CB;57;33;Shenzen FC;2
Wang Jianan;China PR;RB|RM;61;27;Sagan Tosu;2
Zhong Jinbao;China PR;LM|CM;61;25;Henan Jianye FC;2
Bi Jinhao;China PR;CB;61;29;Shanghai Greenland Shenhua FC;2
Zhang Xiaobin;China PR;CB|CDM|CM;59;26;Jiangsu Suning FC;2
Li Ang;China PR;CB|CDM;66;26;Jiangsu Suning FC;2
Wang Jie;China PR;CB|CDM;63;31;Tianjin Tianhai FC;2
Ye Chongqiu;China PR;CDM|CM;60;27;Jiangsu Suning FC;2
Wu Yizhen;China PR;ST|LM;57;26;Shanghai Greenland Shenhua FC;2
Liu Dianzuo;China PR;GK;68;30;Guangzhou Evergrande Taobao FC;2
Taylan Antalyali;Turkey;CDM|CM;66;25;Galatasaray SK;2
Zhang Lu;China PR;RB|RM;60;32;Shanghai Greenland Shenhua FC;2
Peter Olayinka;Nigeria;ST|RM|LM;75;24;SK Slavia Praha;2
Emircan Altintas;Turkey;CM;60;25;Alanyaspor;2
Arnaud Lusamba;France;CM;73;23;OGC Nice;2
Krystian Bielik;Poland;CB|CDM;70;22;Derby County;2
Scott Kashket;England;ST|RW;65;24;Wycombe Wanderers;2
Murilo Henrique;Brazil;RM|CAM;68;25;Jeonbuk Hyundai Motors;2
Jorge Rodríguez;Argentina;CM;71;24;Club Atlético Banfield;2
Romain Gall;United States;RM|LM;66;25;Stabæk Fotball;2
Gian Marco Ferrari;Italy;CB;73;28;Sassuolo;2
Sergiy Bolbat;Ukraine;RB;66;27;Shakhtar Donetsk;2
Kenneth Saief;United States;LM;70;26;Lechia Gdansk;2
Steve Rouiller;Switzerland;CB;66;30;Servette FC;2
Grégory Berthier;France;RM|LM;64;24;Stade de Reims;2
Guillermo Beltrán;Paraguay;ST;71;36;Club Nacional;2
Antonio Portales;Mexico;CB;65;24;Club Atlético de San Luis;2
Vanja Milinkovic-Savic;Serbia;GK;68;23;Standard de Liège;2
Filip Dagerstål;Sweden;CB;67;23;IFK Norrköping;2
Kevin Diks;Netherlands;RB;69;23;Aarhus AGF;2
Greg Docherty;Scotland;CM;66;23;Hibernian;2
Konstantinos Kotsaris;Greece;GK;68;24;Panathinaikos FC;2
Lucas Passerini;Argentina;ST;65;26;Cruz Azul;2
George Byers;Scotland;CDM|CM|CAM;67;24;Swansea City;2
Nikolai Laursen;Denmark;RM|CAM;68;22;FC Emmen;2
Bustinza;Spain;RB|CB;76;28;CD Leganés;2
Danny Johnson;England;ST;60;27;Leyton Orient;2
Amahl Pellegrino;Norway;LM|LW;66;30;Kristiansund BK;2
Bonke Innocent;Nigeria;CDM|CM;66;24;Malmö FF;2
Marcos Curado;Argentina;CB;67;25;Crotone;2
Gustavo;Brazil;CAM|RW;64;28;U Craiova 1948 Club Sportiv;2
Steve Mounié;Benin;ST;71;25;Huddersfield Town;2
Guilherme Sityá;Brazil;LB|LM;69;30;Konyaspor;2
Dom Telford;England;ST;62;23;Plymouth Argyle;2
Rafael Ramos;Portugal;RB;66;25;Santa Clara;2
Estrela;Portugal;CDM|CM;65;24;Desportivo das Aves;2
Mario Gargiulo;Italy;CM|CAM;62;24;Cittadella;2
Scott Wright;Scotland;LM;63;22;Aberdeen;2
Nicolás Royón;Uruguay;ST;63;29;Club Atlético Nacional Potosí;2
Adrián Marín;Spain;LB|LM;72;23;D. Alavés;2
Gianluca Gaudino;Germany;CDM|CM;69;23;BSC Young Boys;2
Kevin Lasagna;Italy;ST;76;27;Udinese;2
Daniel Grimshaw;England;GK;58;22;Manchester City;2
Javairô Dilrosun;Netherlands;RM|LM;73;22;Hertha BSC;2
André Moreira;Portugal;GK;66;24;Belenenses;2
Daniel Crowley;England;RM|CM|CAM;72;22;Birmingham City;2
Mohammed Al Kuwaykibi;Saudi Arabia;RM|LM;67;25;Ettifaq FC;2
Brandur Hendriksson Olsen;Faroe Islands;LM|CM;60;24;Helsingborgs IF;2
Christian Doidge;Wales;ST;68;27;Hibernian;2
Jean-Luc Dompé;France;RM|LM|LW;71;24;SV Zulte Waregem;2
Arturo Molina;Spain;RM|CAM;66;24;Levante UD;2
Alessandro Micai;Italy;GK;70;27;Salerno;2
Marnon Busch;Germany;RB;70;25;1. FC Heidenheim 1846;2
Johnny Vidales;Peru;RW|LW;65;28;FBC Melgar;2
Ivan Provedel;Italy;GK;69;26;Castellammare di Stabia;2
Walmer Pacheco;Colombia;RB|RM;67;25;La Equidad;2
Francesco Belli;Italy;RB|RM;67;26;Pisa;2
Mickaël Latour;France;ST|RW|LW;63;24;FC Chambly Oise;2
Miroslav Covilo;Bosnia & Herzegovina;CB|CDM;66;34;FC Lugano;2
Gaetano Castrovilli;Italy;CM|CAM;73;23;Fiorentina;2
Giovanni Di Noia;Italy;CM;66;26;Chievo Verona;2
Florin Andone;Romania;ST;76;27;Galatasaray SK;2
Ronaldo Cisneros;Mexico;ST;66;23;Guadalajara;2
Mason Holgate;England;RB|CB;77;23;Everton;2
Nemanja Radoja;Serbia;CM;76;27;Levante UD;2
Nicolas Senzemba;France;LB;58;24;FC Sochaux-Montbéliard;2
Michele Somma;Italy;CB;70;25;RC Deportivo;2
Abdoul Ba;Mauritania;CB;65;26;AJ Auxerre;2
Ben Warland;Australia;CB;61;23;Sydney FC;2
Motaz Hawsawi;Saudi Arabia;CB;71;28;Al Ahli;2
Ahmad Al Ruhaili;Saudi Arabia;GK;59;25;Al Raed;2
Marko Simonovski;North Macedonia;ST;65;28;Fotbal Club Voluntari;2
Jamie McDonagh;Northern Ireland;RB|RM;61;24;Derry City;2
Ben Whiteman;England;CDM;70;24;Doncaster Rovers;2
Zak Vyner;England;RB|CB|CDM;64;23;Bristol City;2
Jonatan Álvez;Uruguay;ST;68;32;Barcelona Guayaquil;2
Julian Günther-Schmidt;Germany;ST|CF;64;25;FC Carl Zeiss Jena;2
Faress Al Aiyaf;Saudi Arabia;CDM|CM;63;28;Al Hazem;2
Jonathan Bamba;France;LM;78;24;LOSC Lille;2
Fawaz Al Sagour;Saudi Arabia;RB;62;24;Al Wehda;2
Buenacasa;Spain;ST;64;24;Málaga CF;2
Joe Gomez;England;RB|CB;82;23;Liverpool;2
Mattia Vitale;Italy;CM;66;22;Frosinone;2
Cristo González;Spain;ST|LM|CAM;68;22;SD Huesca;2
Jorge Sáenz;Spain;CB;72;23;RC Celta;2
Mimoun Mahi;Morocco;ST|LM|CAM;72;26;FC Zürich;2
Marco Pinato;Italy;CM|CAM;67;25;Pisa;2
Alex Meret;Italy;GK;78;23;Napoli;2
Nicolas Haas;Switzerland;CDM|CM;71;24;Frosinone;2
Carlos Castro;Spain;ST;64;25;CD Lugo;2
Harry Anderson;England;RM;65;23;Lincoln City;2
Ellyes Skhiri;Tunisia;CDM|CM;78;25;1. FC Köln;2
Gennaro Acampora;Italy;CDM|CM;64;26;La Spezia;2
Mikkel Maigaard;Denmark;CM|CAM;64;24;Strømsgodset IF;2
Alex Bass;England;GK;66;22;Portsmouth;2
Keagan Dolly;South Africa;LM|CAM;72;27;Montpellier Hérault SC;2
Percy Tau;South Africa;ST|RW|LW;73;26;Club Brugge KV;2
Ramahlwe Mphahlele;South Africa;RWB|RB|CB|RW;69;30;Kaizer Chiefs;2
Sessi D'Almeida;Benin;CM;66;24;Valenciennes FC;2
Connor Roberts;Wales;RB|LB;70;24;Swansea City;2
Jean Butez;France;GK;72;25;Royal Excel Mouscron;2
Adama Traoré;Mali;CM|CAM|RW;72;25;Football Club de Metz;2
John Santander;Chile;LB|LM;62;26;CD Cobresal;2
Vallejo;Spain;CB;76;23;Granada CF;2
Valentin Jacob;France;RM|CAM;70;26;Chamois Niortais Football Club;2
Tony Mauricio;France;RM|CAM;69;26;Racing Club de Lens;2
Dylan Louiserre;France;CDM|CM;67;25;Chamois Niortais Football Club;2
Chérif Quenum;France;LB|CB;60;27;Valenciennes FC;2
Jarlan Barrera;Colombia;RM|CAM;75;24;Atlético Nacional;2
Pelle van Amersfoort;Netherlands;CM|CAM;68;24;Cracovia;2
Simone Bastoni;Italy;LB|LM;62;23;La Spezia;2
Ben Richards-Everton;England;LB|CB;63;28;Bradford City;2
Merino;Spain;CM;80;24;Real Sociedad;2
Ahmad Al Habib;Saudi Arabia;CB;63;27;Abha Club;2
Vincent Koziello;France;CDM|CM;73;24;Paris FC;2
Kike Barja;Spain;RM|LM;69;23;CA Osasuna;2
Alex Berenguer;Spain;LM|CF|LW;77;25;Torino;2
Carlos Nieto;Spain;LB;68;24;R. Zaragoza;2
Liam Kelly;Scotland;GK;68;24;Queens Park Rangers;2
Raúl Guti;Spain;RM|CM;70;23;R. Zaragoza;2
Khaled Narey;Germany;RB|RM|LM;72;26;Hamburger SV;2
Benjamín Kuscevic;Chile;CB;73;24;Universidad Católica;2
Ronan Coughlan;Republic of Ireland;ST|RM;61;23;Sligo Rovers;2
Joachim Soltvedt;Norway;LWB|LM|LW;58;24;Sarpsborg 08 FF;2
Jhon Duque;Colombia;CDM;73;28;Millonarios FC;2
Sergio Gil;Spain;CDM|CM|CAM;65;24;Extremadura UD;2
Duje Caleta-Car;Croatia;CB;78;23;Olympique de Marseille;2
Mathias Rasmussen;Norway;LB|LW;67;22;FC Nordsjælland;2
Ignacio Jeraldino;Chile;ST;70;24;Club Atlas;2
Mads Døhr Thychosen;Denmark;RWB|RB|RW;67;23;FC Nordsjælland;2
Conor McGrandles;Scotland;RWB|CM|RW;63;24;Milton Keynes Dons;2
Dimitar Mitov;Bulgaria;GK;58;23;Cambridge United;2
José Devecchi;Argentina;GK;68;25;Audax Italiano;2
Volkan Findikli;Turkey;CB|CDM;68;29;Konyaspor;2
Nicolás Fernández;Argentina;ST|LW;72;24;San Lorenzo de Almagro;2
Habib Diallo;Senegal;ST;76;25;Football Club de Metz;2
Michael Anaba;Ghana;CDM|CM|CAM;62;26;AFC Eskilstuna;2
Emiliano Velázquez;Uruguay;CB;73;26;Rayo Vallecano;2
Sinan Gümüs;Germany;ST|RM;72;26;Antalyaspor;2
Nadiem Amiri;Germany;CM|CAM;79;23;Bayer 04 Leverkusen;2
Ben Thompson;England;CM|CAM|CF;69;24;Millwall;2
Jack Hendry;Scotland;CB;66;25;Melbourne City;2
Egzon Binaku;lbania;LB|LWB|LW;63;24;IFK Norrköping;2
David García;Spain;CB;73;26;CA Osasuna;2
Andrés Ibargüen;Colombia;LM|LW;73;28;Club América;2
Constantin Budescu;Romania;ST|LM|CAM;75;31;Asocia?ia Fotbal Club Astra Giurgiu;2
Luke McGee;England;GK;64;24;Bradford City;2
Rúben Lameiras;Portugal;RW|LW;74;25;Futebol Clube de Famalicão;2
Emmanuel Sonupé;England;LM|CAM|RW;59;24;Stevenage;2
Babacar Gueye;Senegal;ST;68;25;Karlsruher SC;2
Konrad Laimer;Austria;RB|CDM|CM;80;23;RB Leipzig;2
Vlad Achim;Romania;CM;67;31;Fotbal Club Viitorul Constan?a;2
Jacopo Petriccione;Italy;CM;70;25;Lecce;2
Harry Charsley;Republic of Ireland;CM|CAM;63;23;Mansfield Town;2
Ygor Nogueira;Brazil;CB;71;25;Gil Vicente FC;2
Lewis Page;England;LB|LWB|LW;65;24;Charlton Athletic;2
Ezkieta;Spain;GK;65;23;Athletic Club;2
Branco Ampuero;Chile;CB;69;27;CD Antofagasta;2
Bruno Gaspar;Angola;RB;72;27;Olympiacos CFP;2
Irfan Can Kahveci;Turkey;CM|CAM;77;25;Medipol Basaksehir FK;2
James Talbot;Republic of Ireland;GK;65;23;Bohemian FC;2
Adam Masina;Italy;LB;74;26;Watford;2
Esteban Ruiz;Colombia;GK;63;23;Independiente Medellín;2
Stiven Vega;Colombia;RB;62;22;Millonarios FC;2
José Luis Moreno;Colombia;CB;63;23;Millonarios FC;2
Rolando Mandragora;Italy;CDM|CM;76;23;Udinese;2
Carlos Embaló;Guinea Bissau;ST|CAM|RW;69;25;KAS Eupen;2
Kasey Palmer;England;CAM;70;23;Bristol City;2
Damjan Bohar;Slovenia;LM;69;28;Zaglebie Lubin;2
Víctor Dávila;Chile;ST|CAM;68;22;Pachuca;2
Joel Tagueu;Cameroon;ST;70;26;Marítimo;2
Byron Saavedra;Chile;LB;63;23;Coquimbo Unido;2
Mason Bloomfield;England;ST;58;23;Crawley Town;2
Hernani;Brazil;CDM|CM;74;26;Parma;2
Cheick Keita;Mali;LB|LWB|LW;67;24;Birmingham City;2
Timur Zhamaletdinov;Russia;ST;64;23;Lech Poznan;2
Douglas;Brazil;ST;62;25;Hokkaido Consadole Sapporo;2
Levi Sutton;England;RB|CM;60;23;Scunthorpe United;2
Kevin Balanta;Colombia;CDM|CM;71;23;Club Tijuana;2
Pol Llonch;Spain;CDM|CM;72;27;Willem II;2
Eric Bailly;Ivory Coast;CB;80;26;Manchester United;2
Aaron Collins;Wales;ST;60;23;Forest Green Rovers;2
Connal Trueman;England;GK;65;24;Birmingham City;2
Bayron Oyarzo;Chile;ST|CF;57;25;Curicó Unido;2
Leandro Contin;Argentina;ST;63;24;Gimnasia y Esgrima La Plata;2
Lekue;Spain;RB|RW|LW;73;27;Athletic Club;2
Nathan;Brazil;CB;66;25;FC Zürich;2
Obbi Oularé;Belgium;ST;72;24;Standard de Liège;2
Dario Van den Buijs;Belgium;CB;66;24;Heracles Almelo;2
Ibrahim Cissé;France;RB|LB|CB;62;24;Paris FC;2
Chris Bedia;Ivory Coast;ST;67;24;ESTAC Troyes;2
Rezan Corlu;Denmark;CAM|RW;62;22;Lyngby BK;2
Dominic Solanke;England;ST;70;22;AFC Bournemouth;2
Aboubakar Kamara;France;ST|RW;71;25;Fulham;2
Charlie Colkett;England;CDM|CM|CAM;65;23;Östersunds FK;2
Bradley Collins;England;GK;65;23;Barnsley;2
Ahmet Oguz;Turkey;RWB|RB|RW;71;27;Gençlerbirligi SK;2
Regan Poole;Wales;RB|CB;64;22;Milton Keynes Dons;2
Maurice Litka;Germany;RM|LM|CAM;63;24;SC Preußen Münster;2
Merquelanz;Spain;CAM|RW|LW;70;25;CD Mirandés;2
Marlon Frey;Germany;CDM|CM;67;24;SV Sandhausen;2
Omar Albornoz;Colombia;LB|LM|LW;67;24;Deportes Tolima;2
Andrés Murillo;Colombia;CB;66;24;La Equidad;2
Dale Gorman;Northern Ireland;CM;57;24;Newport County;2
Quentin Cornette;France;RM;68;26;Amiens SC;2
Ben Kennedy;Northern Ireland;RM|CAM|RW;62;23;Stevenage;2
Jason Kerr;Scotland;CB;68;23;St. Johnstone FC;2
Iván Colman;Argentina;CM|CAM;65;25;Argentinos Juniors;2
Leonardo Suárez;Argentina;ST|RM;72;24;Club América;2
Abdullah Al Ammar;Saudi Arabia;LB;61;26;Al Ittihad;2
Nicola Citro;Italy;ST;66;31;Frosinone;2
Stefano Gori;Italy;GK;68;24;Pisa;2
Ilzat Akhmetov;Russia;CM|CAM;73;22;PFC CSKA Moscow;2
Kane Vincent-Young;England;RB|LB|LWB|LW;66;24;Ipswich Town;2
Théo Valls;France;CDM|CM;71;24;Nîmes Olympique;2
Oliver Burke;Scotland;ST|RM|LM;68;23;D. Alavés;2
Lukas Boeder;Germany;RB|CB;64;23;MSV Duisburg;2
Camilo Mayada;Uruguay;RB|LB|RM;74;29;Club Atlético de San Luis;2
Martín Campaña;Uruguay;GK;76;31;Independiente;2
Tom King;Wales;GK;62;25;Newport County;2
George Pu?ca?;Romania;ST;70;24;Reading;2
Gyrano Kerk;Netherlands;ST|RW|LW;74;24;FC Utrecht;2
Julius Düker;Germany;ST|RM;64;24;SV Meppen;2
Guido Rodríguez;Argentina;CDM|CM;77;25;Real Betis;2
Nader Al Muwallad;Saudi Arabia;RB|CDM;59;28;Al Adalah Club;2
Alexandr Golovin;Russia;CM|CAM;80;24;AS Monaco Football Club SA;2
Miguel Ibarra;United States;RWB|RM|LM|RW;67;30;Seattle Sounders FC;2
Dominik Nagy;Hungary;RM|LM;68;25;Panathinaikos FC;2
Conor Chaplin;England;ST|CAM|CF;68;23;Barnsley;2
Karlan Grant;England;ST|LM|LW;74;22;Huddersfield Town;2
Kingsley Ehizibue;Netherlands;RB|RM;73;25;1. FC Köln;2
Kasim Adams Nuhu;Ghana;CB;73;25;Fortuna Düsseldorf;2
Diego Fernández;Chile;CM;60;22;Deportes Iquique;2
Hamilton Piedra;Ecuador;GK;65;27;Independiente del Valle;2
Luis Cangá;Ecuador;CB;64;25;Delfín Sporting Club;2
Arturo Mina;Ecuador;CB;72;29;Yeni Malatyaspor;2
Luis Fernando León;Ecuador;CB;72;27;Club Atlético de San Luis;2
Mario Pineida;Ecuador;RB|LB;69;28;Barcelona Guayaquil;2
Matthias Bader;Germany;RB|RM;68;23;SV Darmstadt 98;2
Terell Thomas;England;CB;63;24;AFC Wimbledon;2
Murilo;Brazil;RM|LM;73;25;R. Sporting;2
Anuar;Morocco;CDM|CM|CAM;75;25;Panathinaikos FC;2
Pedro Gallese;Peru;GK;73;30;Orlando City Soccer Club;2
Josimar Atoche;Peru;CDM;63;30;Cusco Fútbol Club;2
Miguel Trauco;Peru;LB|LM;74;27;AS Saint-Étienne;2
Raúl Castro;Bolivia;CDM|CM;65;30;Free Agents;2
Seydou Sy;Senegal;GK;66;24;AS Monaco Football Club SA;2
Abdou Diallo;France;LB|CB;80;24;Paris Saint-Germain;2
Jean-Kévin Augustin;France;ST;75;23;Leeds United;2
Saša Zivec;Slovenia;RM|LM;69;29;Zaglebie Lubin;2
Abduwal Ablet;China PR;LWB|LW;60;33;Henan Jianye FC;2
Kelechi Iheanacho;Nigeria;ST|CAM;74;23;Leicester City;2
Glenn Bijl;Netherlands;RB|CDM|CM;69;25;FC Emmen;2
Cesinha;Brazil;ST|CAM|LW;75;30;Daegu FC;2
CJ Hamilton;England;ST|LWB|LM|LW;63;25;Mansfield Town;2
Dominic Baumann;Germany;ST|CAM;65;25;FC Würzburger Kickers;2
Kuki Zalazar;Spain;ST|RM|CAM;66;22;R. Valladolid CF;2
Jin Yangyang;China PR;CB;64;27;Hebei China Fortune FC;2
Dong Yanfeng;China PR;RB|CB;57;24;Dalian YiFang FC;2
Todd Cantwell;England;RM|LM;74;22;Norwich City;2
George Blackwood;Australia;ST|CM|CAM;60;23;Adelaide United;2
Max Burgess;Australia;CAM;63;25;Western United FC;2
Bruce Kamau;Australia;RWB|RM|RW;63;25;Western Sydney Wanderers;2
Ilias Chatzitheodoridis;Greece;LB|LM;66;22;Panathinaikos FC;2
George Dobson;England;CDM|CM;66;22;Sunderland;2
Kristopher da Graca;Sweden;CB;65;22;IFK Göteborg;2
Marc Bola;England;LB|LWB|LW;64;22;Blackpool;2
Ben Sheaf;England;CDM;64;22;Doncaster Rovers;2
Ainsley Maitland-Niles;England;RWB|RB|RM|RW;75;22;Arsenal;2
Stephy Mavididi;England;ST|LM;72;22;Dijon FCO;2
Chris Willock;England;LM;68;22;Huddersfield Town;2
Ben Godfrey;England;CB;72;22;Norwich City;2
Burak Çamoglu;Turkey;RM;66;23;Karlsruher SC;2
Marlos Moreno;Colombia;RW|LW;68;23;Portimonense SC;2
Brayan Rovira;Colombia;CDM;68;23;Atlético Nacional;2
David Castañeda;Colombia;ST;63;25;Patriotas Boyacá FC;2
Daniele Verde;Italy;RM|CF;72;24;AEK Athens;2
Nicolás Araya;Chile;GK;57;21;CD Antofagasta;2
Stevie Mallan;Scotland;CDM|CM;67;24;Hibernian;2
Maximilian Dittgen;Germany;LB|LM;67;25;SV Wehen Wiesbaden;2
Presnel Kimpembe;France;CB;82;24;Paris Saint-Germain;2
Rayan Raveloson;Madagascar;RB|CM;68;23;ESTAC Troyes;2
Antonin Bobichon;France;LM|CM;72;24;Angers SCO;2
Moussa Niakhaté;France;CB;75;24;1. FSV Mainz 05;2
Olivier Boscagli;France;LB|CB;70;22;PSV;2
Boubacar Barry;Germany;RB|RM|CAM;65;24;KFC Uerdingen 05;2
Victor Adeboyejo;Nigeria;ST;61;22;Cambridge United;2
David Gil;Spain;GK;64;26;Cádiz CF;2
Gianfranco Gazzaniga;Argentina;GK;64;26;SD Ponferradina;2
Jamie McGrath;Republic of Ireland;RM|CAM;61;23;St. Mirren;2
Niklas Kreuzer;Germany;RB|RM|LM;68;27;SG Dynamo Dresden;2
Bernardo Medina;Paraguay;GK;71;32;Club Atlético Grau;2
Cecilio Domínguez;Paraguay;LM|LW;75;25;Independiente;2
Julián Benítez;Paraguay;ST|LM;66;33;Club Nacional;2
Jorge Moreira;Paraguay;RB;74;30;Portland Timbers;2
Reece Oxford;England;RB|CB|CDM;67;21;FC Augsburg;2
