name;nationality;position;overall;age;real_team;device
Dany Cure;Venezuela;RB|RM|LM;66;30;Club Atlético Central Córdoba;PC
Jack Harrison;England;RM|LM|LW;74;23;Leeds United;PC
Richie Laryea;Canada;RWB|RB|RM|RW;66;25;Toronto FC;PC
Andrew Tarbell;United States;GK;63;26;Columbus Crew SC;PC
Giorgi Aburjania;Georgia;CDM|CM;69;25;FC Twente;PC
Jaroslaw Niezgoda;Poland;ST;70;25;Portland Timbers;PC
Amine Harit;Morocco;LM|CM|CAM;79;23;FC Schalke 04;PC
Marko Grujic;Serbia;CDM|CM;77;24;Hertha BSC;PC
Santiago Hernández;Mexico;GK;64;23;Club Atlas;PC
Conor Masterson;Republic of Ireland;CB;63;21;Queens Park Rangers;PC
Daniel James;Wales;RM|LM;77;22;Manchester United;PC
Jordan Lawrence-Gabriel;England;RB;58;21;Scunthorpe United;PC
Eric Oelschlägel;Germany;GK;65;24;Borussia Dortmund;PC
Thomas Glover;Australia;GK;61;22;Melbourne City;PC
Julien Dacosta;France;RB|LB|CB;65;24;Chamois Niortais Football Club;PC
Çaglar Söyüncü;Turkey;CB;80;24;Leicester City;PC
Shaquell Moore;United States;RB|LB|RM;68;23;CD Tenerife;PC
Joaquín;Spain;CB|CDM;74;24;R. Valladolid CF;PC
Fernand Mayembo;Congo;CB;66;24;Havre Athletic Club;PC
Lucas Chacana;Argentina;RM;64;27;Fotbal Club Politehnica Ia?i;PC
Felix Uduokhai;Germany;CB;76;22;FC Augsburg;PC
Dániel Sallói;Hungary;ST|LW;69;24;Sporting Kansas City;PC
Mathias Honsak;Austria;ST|LB|LM;68;23;SV Darmstadt 98;PC
Steven Ugarkovic;Australia;CDM|CM;68;25;Newcastle Jets;PC
Youssoufou Niakaté;France;ST;70;27;Al Wehda;PC
Fabian Herbers;Germany;ST|RM;65;26;Chicago Fire Soccer Club;PC
Oliver Hawkins;England;ST|CB;64;28;Portsmouth;PC
Hubert Adamczyk;Poland;CM;58;22;Wisla Plock;PC
Collins Fai;Cameroon;RB|LB;71;27;Standard de Liège;PC
Callum Brittain;England;RWB|RB|RW;63;22;Milton Keynes Dons;PC
Nicolás Ramírez;Chile;CB;68;23;Huachipato FC;PC
Christopher Martins;Luxembourg;CDM|CM;69;23;BSC Young Boys;PC
Salvador Cordero;Chile;LB|CM;61;24;CD Antofagasta;PC
Juan David Ríos;Colombia;CDM|CM;66;28;Deportes Tolima;PC
Anton Donkor;Germany;ST|RM|LM;61;22;FC Carl Zeiss Jena;PC
Camilo Moya;Chile;CDM|CM;64;22;Universidad de Chile;PC
Ivan Šaponjic;Serbia;ST;68;22;Atlético Madrid;PC
José Kanté;Guinea;ST;70;29;Legia Warszawa;PC
Krzysztof Drzazga;Poland;ST|CAM;62;25;Wisla Kraków;PC
David Lemos;Colombia;ST|LM;69;25;Once Caldas;PC
Konstantinos Tsimikas;Greece;LB|LWB|LW;74;24;Olympiacos CFP;PC
Janni Serra;Germany;ST;69;22;Holstein Kiel;PC
Denys Boyko;Ukraine;GK;75;32;Dynamo Kyiv;PC
Justin Bijlow;Netherlands;GK;76;22;Feyenoord;PC
Ronald Matarrita;Costa Rica;LB|LWB|LM|LW;70;26;New York City FC;PC
Carlos Peralta;Colombia;ST;73;30;La Equidad;PC
Farouk Miya;Uganda;ST|CAM;69;22;Konyaspor;PC
Santiago Ascacíbar;Argentina;CDM|CM;76;23;Hertha BSC;PC
Luke Amos;England;CDM|CM;67;23;Queens Park Rangers;PC
Anton Walkes;England;RWB|RB|CB|RW;64;23;Atlanta United;PC
Lucas Fernandes;Brazil;RM;69;26;Hokkaido Consadole Sapporo;PC
Agustín Bouzat;Argentina;RW|LW;72;26;Vélez Sarsfield;PC
Han Pengfei;China PR;CB;63;27;Wuhan Zall Professional FC;PC
Song Wenjie;China PR;ST|RM;58;29;Shandong Luneng TaiShan FC;PC
Lu Yao;China PR;RWB|LWB|LM|RW|LW;59;27;Henan Jianye FC;PC
Huang Bowen;China PR;RWB|LB|LWB|RW|LW;58;24;Wuhan Zall Professional FC;PC
Heo Yong Joon;Korea Republic;ST|LW;64;27;Pohang Steelers;PC
Timothy Fosu-Mensah;Netherlands;RB|CB;72;22;Manchester United;PC
Matteo Cotali;Italy;LB;62;23;Chievo Verona;PC
Santiago Mosquera;Colombia;RM|LM;70;25;FC Dallas;PC
Mark Travers;Republic of Ireland;GK;66;21;AFC Bournemouth;PC
Josete;Spain;CB|CDM;68;32;CD Lugo;PC
Stefan Silva;Sweden;ST|LM;66;30;AIK;PC
Victor Osimhen;Nigeria;ST;78;21;LOSC Lille;PC
Ryota Morioka;Japan;CDM|CM|CAM;73;29;Sporting Charleroi;PC
Florin Bejan;Romania;CB;65;29;Fotbal Club Academica Clinceni;PC
Fahd Moufi;Morocco;RB;69;24;CD Tondela;PC
Maurício;Brazil;CB;72;28;Urawa Red Diamonds;PC
Kosta Petratos;Australia;LM;57;22;Newcastle Jets;PC
Arthur Henrique;Brazil;LW;70;26;Gil Vicente FC;PC
Muteb Al Mutlaq;Saudi Arabia;RB;57;22;Al Raed;PC
Sebastien Ibeagha;United States;CB;65;28;New York City FC;PC
Maximiliano Lugo;Paraguay;RM|LM|CM;68;30;Coquimbo Unido;PC
Juan Galeano;Argentina;CM;65;31;Club Atlético Central Córdoba;PC
Emanuel Dening;Argentina;ST|RM;66;32;Club Atlético Tigre;PC
Park Tae Hong;Korea Republic;CB;63;29;Gyeongnam FC;PC
Judson;Brazil;CDM;69;27;San Jose Earthquakes;PC
Gaëtan Perrin;France;RM|LM;67;24;US Orléans Loiret Football;PC
Robbert de Vos;Netherlands;CDM|CM;59;24;FC Emmen;PC
Milan Škriniar;Slovakia;CB;86;25;Inter;PC
Dimitris Chatziisaias;Greece;CB;70;27;KSV Cercle Brugge;PC
Haruki Fukushima;Japan;GK;62;27;Urawa Red Diamonds;PC
Takuya Okamoto;Japan;RWB|CB|RM|RW;65;28;Shonan Bellmare;PC
Tomoya Ugajin;Japan;LB|RM|LM;67;32;Urawa Red Diamonds;PC
Tsukasa Umesaki;Japan;RM|LM|CF;65;33;Shonan Bellmare;PC
Takuya Aoki;Japan;CDM|CM;68;30;Urawa Red Diamonds;PC
Takahiro Sekine;Japan;RM|LM;67;25;Urawa Red Diamonds;PC
Naoki Ishihara;Japan;ST|CF|RW;65;35;Shonan Bellmare;PC
Yuki Muto;Japan;ST|CF|LW;68;31;Urawa Red Diamonds;PC
Wesley;Brazil;ST;77;23;Aston Villa;PC
Toshiyuki Takagi;Japan;LM|CF;67;29;Cerezo Osaka;PC
Vítor Costa;Brazil;LB|LWB|LW;66;26;Racing Club de Lens;PC
Guilherme Parede;Brazil;RM|LM;67;24;Club Atlético Talleres;PC
Adrián Argachá;Uruguay;LB|LM;67;33;Centro Atlético Fénix;PC
Kim Woo Suk;Korea Republic;CB|RM;57;23;Daegu FC;PC
Tomás Maya;Colombia;LB;59;23;Cúcuta Deportivo;PC
Yhormar Hurtado;Colombia;RB;67;23;Alianza Petrolera;PC
Robin Krauße;Germany;CDM|CM;67;26;FC Ingolstadt 04;PC
Christopher Nkunku;France;ST|CM|CAM;80;22;RB Leipzig;PC
Ebou Adams;Gambia;CDM|CM;65;24;Forest Green Rovers;PC
Anfernee Dijksteel;Netherlands;RWB|RB|RW;67;23;Middlesbrough;PC
Shota Kobayashi;Japan;RM;64;29;Shonan Bellmare;PC
Nicolas Kocik;France;GK;63;21;Valenciennes FC;PC
Yohei Takeda;Japan;GK;61;33;Nagoya Grampus;PC
Tomoya Koyamatsu;Japan;RM|LM;66;25;Sagan Tosu;PC
Ryota Aoki;Japan;RM|LM;61;24;Nagoya Grampus;PC
Kengo Kawamata;Japan;ST;67;30;Júbilo Iwata;PC
Ljuban Crepulja;Croatia;CDM|CM;68;26;Asocia?ia Fotbal Club Astra Giurgiu;PC
Luka Jovic;Serbia;ST;82;22;Real Madrid;PC
Moussa Sanoh;Netherlands;RM|LM|RW;66;25;Fotbal Club Voluntari;PC
Federico Ricca;Uruguay;LB|LM;73;25;Club Brugge KV;PC
Gevaro Nepomuceno;Curacao;LB|RM|LM;65;27;Oldham Athletic;PC
Luca Vignali;Italy;RB|CM;65;24;La Spezia;PC
Masaaki Higashiguchi;Japan;GK;72;34;Gamba Osaka;PC
Nicola Falasco;Italy;LB|CB|LM;68;26;Perugia;PC
Salvatore Monaco;Italy;CB;63;27;Cosenza;PC
Kentaro Seki;Japan;GK;63;34;Vegalta Sendai;PC
Kei Ishikawa;Japan;GK;58;27;Gamba Osaka;PC
Hirofumi Watanabe;Japan;CB;64;33;Vissel Kobe;PC
Koji Hachisuka;Japan;RB|RM;67;30;Vegalta Sendai;PC
Naoki Ishikawa;Japan;LB|CB|LM;61;34;Hokkaido Consadole Sapporo;PC
Yasuhiro Hiraoka;Japan;CB;67;34;Vegalta Sendai;PC
Kazuki Oiwa;Japan;CB;63;30;Shonan Bellmare;PC
Carlos Ponck;Cape Verde;CB;73;25;Medipol Basaksehir FK;PC
Kim Min Tae;Korea Republic;CB;70;26;Hokkaido Consadole Sapporo;PC
Hiroaki Okuno;Japan;ST|CM|CF;69;30;Cerezo Osaka;PC
Shingo Tomita;Japan;CDM|CM;67;34;Vegalta Sendai;PC
Hirotaka Mita;Japan;CDM|RM|CM;68;29;F.C. Tokyo;PC
Takumi Sasaki;Japan;LM|CAM|CF;57;22;Vegalta Sendai;PC
Keiya Shiihashi;Japan;CB|CDM|CM;63;23;Vegalta Sendai;PC
Sultan Abdullah Al Ghannam;Saudi Arabia;RB;68;26;Al Nassr;PC
Takuma Nishimura;Japan;ST|CM|CF;65;23;Vegalta Sendai;PC
Wataru Endo;Japan;CDM|CM;72;27;VfB Stuttgart;PC
Cristian Romero;Argentina;CB;74;22;Genoa;PC
Yoshiaki Komai;Japan;RWB|RM|CM|RW;65;28;Hokkaido Consadole Sapporo;PC
Ryotaro Ito;Japan;CAM|CF;62;22;Urawa Red Diamonds;PC
Isi;Spain;RM;68;25;Rayo Vallecano;PC
Sebastián Piriz;Uruguay;CDM|CM;67;30;Club Atlético River Plate;PC
Yassin Fortune;France;ST|RM;59;21;FC Sion;PC
Bö?var Bö?varsson;Iceland;LB;64;25;Jagiellonia Bialystok;PC
Takuto Hayashi;Japan;GK;65;37;Sanfrecce Hiroshima;PC
Takuya Masuda;Japan;GK;61;31;Sanfrecce Hiroshima;PC
Ryotaro Hironaga;Japan;GK;61;30;Sanfrecce Hiroshima;PC
Tsukasa Shiotani;Japan;LB|CB|CDM;72;31;Al Ain FC;PC
Sho Sasaki;Japan;LB|CB;70;30;Sanfrecce Hiroshima;PC
Yoshifumi Kashiwa;Japan;LM;72;33;Sanfrecce Hiroshima;PC
Yusuke Chajima;Japan;CAM|CF;62;29;Sanfrecce Hiroshima;PC
Gabriel Carabajal;Argentina;LM;74;28;Unión de Santa Fe;PC
Facundo Cobos;Argentina;LB;64;27;Club Sol de América;PC
Nicolás Silva;Argentina;RM|LM|CAM;74;30;Argentinos Juniors;PC
Glenn Middleton;Scotland;LM|LW;64;20;Bradford City;PC
Diallang Jaiyesimi;England;ST|LM|CAM;63;22;Swindon Town;PC
Lucas Merolla;Argentina;CB;62;25;Club Atlético Huracán;PC
Nicolás Romat;Argentina;RB|CB;70;32;Club Atlético Huracán;PC
Elias Cobbaut;Belgium;LB|CB;71;22;RSC Anderlecht;PC
Damián Schmidt;Argentina;CB;67;27;Colón de Santa Fe;PC
Tomohiko Murayama;Japan;GK;63;32;Matsumoto Yamaga F.C.;PC
Yuji Kajikawa;Japan;GK;66;29;Yokohama F·Marinos;PC
Guillermo Benítez;Argentina;LB;61;26;Guaraní (Paraguay);PC
Ryo Takahashi;Japan;LB|LWB|LM|LW;63;27;Matsumoto Yamaga F.C.;PC
Ryuji Izumi;Japan;LM|CM;68;26;Kashima Antlers;PC
Nathan Broadhead;Wales;LM|LW;63;22;Burton Albion;PC
Diego Zabala;Uruguay;RM|LM;73;28;Rosario Central;PC
Marcos Peano;Argentina;GK;66;21;Unión de Santa Fe;PC
Shuaibu Lalle Ibrahim;Nigeria;ST;62;23;FK Haugesund;PC
Tatsuya Morita;Japan;GK;66;29;Sagan Tosu;PC
Goro Kawanami;Japan;GK;59;29;Vegalta Sendai;PC
Kazunari Ono;Japan;CB;65;30;Shonan Bellmare;PC
Shinnosuke Nakatani;Japan;CB;67;24;Nagoya Grampus;PC
Ken Matsubara;Japan;RB|RM;67;27;Yokohama F·Marinos;PC
Yuki Kobayashi;Japan;CDM|CM;65;31;Oita Trinita;PC
Ryosuke Yamanaka;Japan;LB|LWB|LM|LW;68;27;Urawa Red Diamonds;PC
Gabriel;Brazil;CB;78;22;LOSC Lille;PC
Eduardo;Brazil;CB;64;27;Sagan Tosu;PC
Kei Koizumi;Japan;RB|CDM|CM;66;25;Kashima Antlers;PC
Kiwara Miyazaki;Japan;RM|LM|CAM;62;22;F.C. Tokyo;PC
Kazuki Kozuka;Japan;CM|CAM|CF;68;25;Oita Trinita;PC
Musashi Suzuki;Japan;ST|CF;71;26;Hokkaido Consadole Sapporo;PC
Ko Seung Beom;Korea Republic;RM|CM;66;26;Suwon Samsung Bluewings;PC
Tomoki Imai;Japan;RB|CB;63;29;Western United FC;PC
Hiroki Fujiharu;Japan;LB|LWB|LM|LW;68;31;Gamba Osaka;PC
Daiki Niwa;Japan;RB|CB;61;34;F.C. Tokyo;PC
Yuta Nakayama;Japan;LB|CB;67;23;PEC Zwolle;PC
Kim Jungya;Korea Republic;CB;64;32;Vegalta Sendai;PC
Kyohei Yoshino;Japan;CB|CDM|CM;67;25;Vegalta Sendai;PC
Keisuke Iwashita;Japan;CB;64;33;Sagan Tosu;PC
Fabricio Formiliano;Uruguay;CB|CDM;72;27;Club Atlético Peñarol;PC
Hiroyuki Abe;Japan;RM|LM|CAM;70;31;Nagoya Grampus;PC
Gakuto Notsuda;Japan;LM|CAM|CF;67;26;Sanfrecce Hiroshima;PC
Kazuya Miyahara;Japan;RB|CB|CM;67;24;Nagoya Grampus;PC
Kohei Shimizu;Japan;RB|CB|LM;66;31;Sanfrecce Hiroshima;PC
Kosei Shibasaki;Japan;RM|CF;68;35;Sanfrecce Hiroshima;PC
Soya Takahashi;Japan;LB|RM;58;24;AFC Eskilstuna;PC
Shun Nagasawa;Japan;ST;68;31;Vegalta Sendai;PC
Yosuke Ideguchi;Japan;CDM|CM;68;23;Gamba Osaka;PC
Oh Jae Suk;Korea Republic;RB|LB;69;30;Gamba Osaka;PC
Ryo Hatsuse;Japan;RB|LB|RM;63;23;Vissel Kobe;PC
Mizuki Ichimaru;Japan;CDM;60;23;Gamba Osaka;PC
Ritsu Doan;Japan;CAM|RW;73;22;PSV;PC
Leon Guwara;Germany;LB;67;24;FC Utrecht;PC
Claudio Bravo;Argentina;LB;72;23;Club Atlético Banfield;PC
Liam Gibson;England;LB|CB;60;23;Newcastle United;PC
Luis Malagón;Mexico;GK;64;23;Monarcas Morelia;PC
Simen Juklerød;Norway;LB;70;26;Royal Antwerp FC;PC
Theo Hernández;France;LB;77;22;Milan;PC
Danilho Doekhi;Netherlands;CB;68;22;Vitesse;PC
Mariano Bareiro;Argentina;CB|CDM;68;25;Club Atlético Huracán;PC
Mauro Arambarri;Uruguay;CDM|CM;78;24;Getafe CF;PC
Liam Gordon;Scotland;CB;63;24;St. Johnstone FC;PC
Sarpreet Singh;New Zealand;CDM|CAM|CF;69;21;FC Bayern München II;PC
Fernando Zampedri;Argentina;ST;74;32;Universidad Católica;PC
Leandro Putaro;Germany;RM|LM;64;23;Eintracht Braunschweig;PC
Marwan Al Haidari;Saudi Arabia;GK;57;24;Al Shabab;PC
Fahad Ghazi;Saudi Arabia;LB;60;26;Ettifaq FC;PC
Muteb Al Mufarrij;Saudi Arabia;CB|CDM;62;23;Al Shabab;PC
Naoki Hatta;Japan;GK;60;34;Júbilo Iwata;PC
Ko Shimura;Japan;GK;62;24;Júbilo Iwata;PC
Abdulkarim Al Qahtani;Saudi Arabia;RM|LM|CAM;64;27;Al Fayha;PC
Abdulmajeed Al Suwat;Saudi Arabia;RM|CM|CAM;63;25;Al Taawoun;PC
Kentaro Oi;Japan;CB;65;36;Júbilo Iwata;PC
Nagisa Sakurauchi;Japan;RB|CB|RM;62;30;Júbilo Iwata;PC
Kim Min Hyeok;Korea Republic;CB;68;28;Jeonbuk Hyundai Motors;PC
Guillermo Acosta;Argentina;RM|CM;71;31;Atlético Tucumán;PC
Chidozie Awaziem;Nigeria;CB;74;23;CD Leganés;PC
Franco Sbuttoni;Argentina;CB;71;31;Arsenal de Sarandí;PC
Daiki Ogawa;Japan;RWB|RB|LM|RW;63;28;Júbilo Iwata;PC
Lautaro Comas;Argentina;RM|LM|RW;69;25;Patronato;PC
Milton Valenzuela;Argentina;LB;70;21;Columbus Crew SC;PC
Damian Batallini;Argentina;RM|RW|LW;71;24;Argentinos Juniors;PC
Jens Stage;Denmark;RM|CM;68;23;FC København;PC
Juan Bautista Cascini;Argentina;CDM|CM;66;23;Fotbal Club Boto?ani;PC
Daniel Sappa;Argentina;GK;69;25;Arsenal de Sarandí;PC
Yohei Toyoda;Japan;ST;65;35;Sagan Tosu;PC
Yoshiki Takahashi;Japan;CDM|CM;64;35;Sagan Tosu;PC
Yoshiaki Fujita;Japan;CB;58;37;Júbilo Iwata;PC
Shun Morishita;Japan;CB;62;34;Júbilo Iwata;PC
Keiya Nakami;Japan;ST|LM|CF;62;28;Matsumoto Yamaga F.C.;PC
Yutaka Yoshida;Japan;RB|LB|LM;69;30;Nagoya Grampus;PC
Cristian Tarragona;Argentina;ST;68;29;Patronato;PC
Daichi Kamada;Japan;ST|CAM|CF;75;23;Eintracht Frankfurt;PC
Ryota Hayasaka;Japan;ST|RWB|RM|RW;63;34;Hokkaido Consadole Sapporo;PC
Akito Fukuta;Japan;CDM|RM|CM;66;28;Shonan Bellmare;PC
Yuki Kobayashi;Japan;CDM|CM|CAM;70;28;Waasland-Beveren;PC
Park Jeong Su;Korea Republic;CB|CDM;64;26;Sagan Tosu;PC
Ryo Okui;Japan;RB;64;30;Shimizu S-Pulse;PC
Fabio;Brazil;CB;66;31;Júbilo Iwata;PC
Shingo Hyodo;Japan;CM|CAM|RW;62;35;Vegalta Sendai;PC
Jay Dasilva;England;LB|LWB|LW;71;22;Bristol City;PC
Fikayo Tomori;England;CB;77;22;Chelsea;PC
Ruben Sammut;Scotland;CDM|CM;59;22;Sunderland;PC
Josh Tymon;England;LB;67;21;Stoke City;PC
Pape Djibril Diaw;Senegal;CB;66;25;Stade Malherbe Caen;PC
Gonçalo Tavares;Portugal;RB;65;23;Granada CF;PC
Takuya Wada;Japan;RB|LB;65;30;Yokohama F·Marinos;PC
Santiago Colombatto;Argentina;CDM|CM;69;23;Sint-Truidense VV;PC
Yuzo Kobayashi;Japan;RB;62;34;Sagan Tosu;PC
Yuzo Iwakami;Japan;RM|CM|CAM;63;31;Matsumoto Yamaga F.C.;PC
Keita Endo;Japan;RM|LM|LW;69;22;Yokohama F·Marinos;PC
Mateus;Brazil;ST|RM|LM;66;25;Nagoya Grampus;PC
Teruhito Nakagawa;Japan;ST|RM;74;28;Yokohama F·Marinos;PC
Hiroki Iikura;Japan;GK;66;34;Vissel Kobe;PC
Takashi Kanai;Japan;RB|LB|CB;63;30;Shimizu S-Pulse;PC
Naoki Maeda;Japan;ST|RM|CF;67;25;Nagoya Grampus;PC
Bernardo;Brazil;LB|LWB|LW;74;25;Brighton & Hove Albion;PC
Takuya Kida;Japan;CDM|CM;70;25;Yokohama F·Marinos;PC
Juliusz Letniowski;Poland;CAM;57;22;Lech Poznan;PC
Alejandro Rivero;Argentina;GK;61;22;Arsenal de Sarandí;PC
Ignacio Chicco;Argentina;GK;63;24;Colón de Santa Fe;PC
Kosuke Yamamoto;Japan;RB|CDM|CM;62;30;Júbilo Iwata;PC
Rikiya Uehara;Japan;CDM|CM;62;23;Júbilo Iwata;PC
Hayao Kawabe;Japan;RM|CM|CF;69;24;Sanfrecce Hiroshima;PC
Myeong Joon Jae;Korea Republic;RB|LM;62;26;Suwon Samsung Bluewings;PC
Francis Mac Allister;Argentina;CDM|CM;65;24;Argentinos Juniors;PC
Luciano Gómez;Argentina;RB|RM|CM;67;24;Club Atlético Banfield;PC
Miro Muheim;Switzerland;LB|LM;60;22;FC St. Gallen 1879;PC
Dominik Prokop;Austria;CM|CAM|LW;66;23;FK Austria Wien;PC
Yuichi Maruyama;Japan;CB;68;31;Nagoya Grampus;PC
Ryoya Ogawa;Japan;RB|LB|LWB|LW;68;23;F.C. Tokyo;PC
Takahiro Yanagi;Japan;RWB|LB|RM|RW;60;22;Vegalta Sendai;PC
Kazunori Yoshimoto;Japan;CB;63;32;Shimizu S-Pulse;PC
Takuji Yonemoto;Japan;CDM|CM;67;29;Nagoya Grampus;PC
Yu In Soo;Korea Republic;RM|CAM;61;25;Seongnam FC;PC
Kento Hashimoto;Japan;CDM|CM;71;26;F.C. Tokyo;PC
Keigo Higashi;Japan;RM|LM|CM;71;30;F.C. Tokyo;PC
Kota Mizunuma;Japan;RM;70;30;Yokohama F·Marinos;PC
Shoya Nakajima;Japan;LM|LW;77;25;FC Porto;PC
Ahn Tae Hyun;Korea Republic;RB|RM|RW;64;27;Sangju Sangmu FC;PC
Gen Shoji;Japan;CB;75;27;Gamba Osaka;PC
Naomichi Ueda;Japan;CB;68;25;KSV Cercle Brugge;PC
Gao Zhunyi;China PR;LB|CB;66;24;Guangzhou Evergrande Taobao FC;PC
Bueno;Brazil;CB;67;24;Kashima Antlers;PC
Koki Machida;Japan;LB|CB;66;22;Kashima Antlers;PC
Shuto Yamamoto;Japan;LB;65;35;Kashima Antlers;PC
Daigo Nishi;Japan;RB|RM;67;32;Vissel Kobe;PC
Yukitoshi Ito;Japan;RB;65;26;Kashima Antlers;PC
Ryota Nagaki;Japan;RB|CM;71;32;Kashima Antlers;PC
Kento Misao;Japan;CDM|CM;71;24;Kashima Antlers;PC
Gaku Shibasaki;Japan;CDM|CM|CAM;70;28;RC Deportivo;PC
Shoma Doi;Japan;ST;72;28;Kashima Antlers;PC
Taro Sugimoto;Japan;LM|CM|CF;61;24;Matsumoto Yamaga F.C.;PC
Takuya Iwanami;Japan;CB;68;26;Urawa Red Diamonds;PC
Tsukasa Morishima;Japan;CF;69;23;Sanfrecce Hiroshima;PC
Christoph Monschein;Austria;ST|LM;72;27;FK Austria Wien;PC
Mukhtar Ali;Saudi Arabia;CDM|CM;65;22;Al Nassr;PC
Abdulrahman Al Dawsari;Saudi Arabia;CDM;60;22;Al Nassr;PC
Junya Ito;Japan;RM|RW;74;27;KRC Genk;PC
Akimi Barada;Japan;CM;68;29;Shonan Bellmare;PC
Shohei Takahashi;Japan;LB|CB;63;28;Júbilo Iwata;PC
Keijiro Ogawa;Japan;RM|LM|CF;65;28;Vissel Kobe;PC
Naoyuki Fujita;Japan;CDM|CM;69;33;Cerezo Osaka;PC
Seigo Kobayashi;Japan;ST|RM|CF;64;26;Oita Trinita;PC
Kazuma Watanabe;Japan;ST|LM;66;33;Gamba Osaka;PC
Yoshiki Matsushita;Japan;LB|CDM|CM;66;26;Vegalta Sendai;PC
Takehiro Tomiyasu;Japan;RB|CB;72;21;Bologna;PC
Yuya Nakasaka;Japan;RM|LM;63;22;Vissel Kobe;PC
Ryosuke Maeda;Japan;CDM|CM;67;26;Oita Trinita;PC
So Fujitani;Japan;RWB|RB|RM|RW;62;22;Vissel Kobe;PC
Kosuke Taketomi;Japan;ST|LM|CF;67;29;Urawa Red Diamonds;PC
Hiroto Nakagawa;Japan;ST|CAM;64;25;Shonan Bellmare;PC
Takeshi Kanamori;Japan;ST|LM;63;26;Sagan Tosu;PC
Ryo Shinzato;Japan;CB;64;30;Gamba Osaka;PC
Takahiro Kunimoto;Japan;ST|LM|CM;70;22;Jeonbuk Hyundai Motors;PC
Sho Inagaki;Japan;CDM|CM;68;28;Nagoya Grampus;PC
Tyler Adams;United States;RWB|CDM|RW;76;21;RB Leipzig;PC
Hong Jeong Un;Korea Republic;CB;64;25;Daegu FC;PC
Park Se Jin;Korea Republic;RM;60;24;Sangju Sangmu FC;PC
Kim Dae Won;Korea Republic;ST|LW;66;23;Daegu FC;PC
Han Xuan;China PR;CB;61;29;Henan Jianye FC;PC
Rodrigo Aliendro;Argentina;CM;75;29;Colón de Santa Fe;PC
Franco Pizzicanella;Argentina;GK;58;24;Atlético Tucumán;PC
Juan Andrada;Argentina;CDM|CM;70;25;Godoy Cruz;PC
Jonathan Augustinsson;Sweden;LB;63;24;Djurgårdens IF;PC
Alexis Hinestroza;Colombia;CDM;65;31;Club Atlético Nacional Potosí;PC
Josh Grant;England;CB|CDM;61;21;Plymouth Argyle;PC
Joel Latibeaudiere;England;RB|CB;64;20;FC Twente;PC
Tom Dele-Bashiru;Nigeria;CM|CAM;57;20;Watford;PC
Jadon Sancho;England;RM|LM|CAM;86;20;Borussia Dortmund;PC
Matt Smith;Wales;CM;67;20;Charlton Athletic;PC
Luke Bolton;England;RB|RM;63;20;Luton Town;PC
Jacob Maddox;England;LM|CM|CAM;61;21;Southampton;PC
Amir Hadziahmetovic;Bosnia & Herzegovina;CDM|LM|CAM;67;23;Konyaspor;PC
Daisuke Suzuki;Japan;CB;67;30;Urawa Red Diamonds;PC
Daniel Cleary;Republic of Ireland;CB;64;24;Dundalk;PC
Franco Troyansky;Argentina;ST;72;23;Unión de Santa Fe;PC
Mathias Pereira Lage;Portugal;LM|CM;74;23;Angers SCO;PC
Mason Mount;England;CM|CAM|RW;79;21;Chelsea;PC
Borja Domínguez;Spain;CDM|CM;66;28;CD Lugo;PC
Garrido;Spain;CDM|CM;72;30;Cádiz CF;PC
Pablo Sabbag;Colombia;ST;64;23;La Equidad;PC
Christian Rivera;Colombia;CDM|CM|CAM;70;24;Club Tijuana;PC
Hakan Demir;Turkey;CM;64;22;Kasimpasa SK;PC
Nahuel Molina;Argentina;RWB|RB|RW;66;22;Boca Juniors;PC
Federico Costa;Argentina;GK;60;31;Patronato;PC
Matías Blengio;Argentina;GK;67;22;Club Atlético Tigre;PC
Joaquín Pereyra;Argentina;CDM|LM|CAM;63;21;Rosario Central;PC
Santiago Lebus;Argentina;RM;63;24;Unión de Santa Fe;PC
Denzel Dumfries;Netherlands;RB;78;24;PSV;PC
Rick van Drongelen;Netherlands;CB;73;21;Hamburger SV;PC
Sherel Floranus;Netherlands;RB|LB;66;21;SC Heerenveen;PC
Kenny Dougall;Australia;CDM|CM;66;27;Barnsley;PC
Aleñá;Spain;RM|CM|CAM;75;22;Real Betis;PC
Joe Riley;England;RWB|RB|RW;63;23;Bradford City;PC
Cheick Timite;Ivory Coast;ST|RM|RW;67;22;Paris FC;PC
Marcel Hartel;Germany;CAM|LW;73;24;DSC Arminia Bielefeld;PC
Yu Kobayashi;Japan;ST;73;32;Kawasaki Frontale;PC
Cedric Itten;Switzerland;ST|CAM;69;23;FC St. Gallen 1879;PC
Riki Harakawa;Japan;CM;67;26;Sagan Tosu;PC
Tatsuya Hasegawa;Japan;LM|CAM;68;26;Kawasaki Frontale;PC
Kentaro Moriya;Japan;CDM|CM;65;31;Júbilo Iwata;PC
Shintaro Kurumaya;Japan;LB;70;28;Kawasaki Frontale;PC
Ryota Oshima;Japan;CDM|CM;71;27;Kawasaki Frontale;PC
Yoshihiro Nakano;Japan;RM|LM|CM;67;27;Hokkaido Consadole Sapporo;PC
Koji Miyoshi;Japan;RM|CAM|CF;71;23;Royal Antwerp FC;PC
Ko Itakura;Japan;CB|CDM;67;23;FC Groningen;PC
Shun Takagi;Japan;GK;70;31;Oita Trinita;PC
Nikita Medvedev;Russia;GK;65;25;Lokomotiv Moscow;PC
Yuto Misao;Japan;CB;66;29;Oita Trinita;PC
