name;nationality;position;overall;age;real_team;device
Justin Portillo;United States;CDM;60;27;Real Salt Lake;3
Emil Cuello;Argentina;CAM;62;23;LA Galaxy;3
Tete;Brazil;RM|CAM;73;20;Shakhtar Donetsk;3
Filip Panák;Czech Republic;CB|CDM|CM;68;24;Sparta Praha;3
Kamal Miller;Canada;LB|CB;60;23;Orlando City Soccer Club;3
Jarrad Branthwaite;England;CB;57;18;Everton;3
Rami Hajal;Sweden;CAM;59;18;SC Heerenveen;3
Lassana N'Diaye;Mali;ST;60;19;PFC CSKA Moscow;3
Kim Tae Hwan;Korea Republic;RB|CB;61;20;Suwon Samsung Bluewings;3
Konan N'Dri;Ivory Coast;ST|CAM|LW;61;19;KAS Eupen;3
Bandar Al Ahbabi;United Arab Emirates;RB|RM;70;30;Al Ain FC;3
Mohammed Ahmed;United Arab Emirates;RB|CB;64;31;Al Ain FC;3
Dennis Politic;Romania;RM|LM;63;20;Bolton Wanderers;3
Dehninio Muringen;Netherlands;RB|CB;60;21;ADO Den Haag;3
Julian Araujo;United States;RB;62;18;LA Galaxy;3
Victor Boniface;Nigeria;ST;59;19;FK Bodø/Glimt;3
Juan Mancilla;Colombia;CDM;63;22;Alianza Petrolera;3
Nicolas Wähling;Germany;RB|RM;59;22;SSV Jahn Regensburg;3
Ahmed Barman;United Arab Emirates;CDM;68;26;Al Ain FC;3
Jeon Jong Hyeok;Korea Republic;GK;57;24;Seongnam FC;3
Chen Kerui;China PR;ST|CM|CAM;57;24;Shandong Luneng TaiShan FC;3
Tobias Raschl;Germany;CDM;62;20;Borussia Dortmund;3
Dmitriy Rybchinskiy;Russia;RM|CM;59;21;Lokomotiv Moscow;3
Diedie Traore;France;LB;58;21;LA Galaxy;3
André Almeida;Portugal;CM;64;20;Vitória Guimarães;3
Daiki Matsuoka;Japan;RM|CM;61;19;Sagan Tosu;3
Njabulo Blom;South Africa;CB|CDM;61;20;Kaizer Chiefs;3
Andrés Arroyo;Colombia;RM;59;18;Deportivo Cali;3
Anthony Glennon;England;LB|CB;60;20;Grimsby Town;3
Ethan Zubak;United States;ST;59;22;LA Galaxy;3
Vincent Gembalies;Germany;CB;61;20;MSV Duisburg;3
Yohan Baret;France;CB;59;19;En Avant Guingamp;3
Louis Carnot;France;CM|CAM;62;19;En Avant Guingamp;3
Kyle John;England;RB|RM;62;19;Everton;3
Izaack Powell;Australia;LB;58;18;Brisbane Roar;3
Olivier Deman;Belgium;CAM|CF|LW;60;20;KSV Cercle Brugge;3
Rodrigo González;Argentina;RB;60;20;Rosario Central;3
Jhon Córdoba;Colombia;RM;59;20;Atlético Huila;3
Juan Manuel Cuesta;Colombia;LM;60;18;Independiente Medellín;3
Jaime Seoane;Spain;CM;66;23;CD Lugo;3
Giovanni González;Uruguay;RB|LB|RM;72;25;Club Atlético Peñarol;3
Morgan Williams;England;CB;58;20;Coventry City;3
Nico Schlotterbeck;Germany;CB;66;20;Sport-Club Freiburg;3
Josh Nisbet;Australia;CDM;57;21;Central Coast Mariners;3
Michael Olise;France;CM|CAM;65;18;Reading;3
Thierry Correia;Portugal;RB|LB;71;21;Valencia CF;3
Aaron Rowe;England;RM|RW;58;19;Huddersfield Town;3
Christoph Halper;Austria;LM|CM|CAM;63;22;SV Mattersburg;3
Robinho;Portugal;CF|RW;65;22;Belenenses;3
Bruno Guimarães;Brazil;CDM|CM;77;22;Olympique Lyonnais;3
Moctar El Hacen;Mauritania;CDM|CM;67;22;CD Lugo;3
